,nppes_provider_city,drug_name,total_claim
1947,ADAMSVILLE,ENDOCET,30.0
1948,BENTON,TRAMADOL HCL,30.0
1949,BENTON,OXYCODONE-ACETAMINOPHEN,30.0
1950,WESTMORELAND,FENTANYL,29.0
1951,KINGSTON,OPANA ER,29.0
1952,WAVERLY,HYDROMORPHONE HCL,29.0
1953,CELINA,OPANA ER,29.0
1954,DAYTON,HYDROCODONE-IBUPROFEN,29.0
1955,DYERSBURG,ENDOCET,29.0
1956,TRACY CITY,MORPHINE SULFATE,29.0
1957,KENTON,HYDROCODONE-ACETAMINOPHEN,29.0
1958,SMYRNA,NUCYNTA,29.0
1959,MOUNT JULIET,METHADONE HCL,29.0
1960,SEYMOUR,ACETAMINOPHEN-CODEINE,29.0
1961,SMYRNA,METHADONE HCL,29.0
1962,SMYRNA,OXYMORPHONE HCL ER,29.0
1963,TURTLETOWN,OXYCODONE HCL,29.0
1964,LA FOLLETTE,METHADONE HCL,29.0
1965,OLIVER SPRINGS,OXYMORPHONE HCL ER,29.0
1966,BENTON,ACETAMINOPHEN-CODEINE,29.0
1967,ANDERSONVILLE,TRAMADOL HCL,29.0
1968,MADISON,TRAMADOL HCL-ACETAMINOPHEN,29.0
1969,LAKELAND,MORPHINE SULFATE ER,29.0
1970,HARTSVILLE,OPANA ER,29.0
1971,HARRISON,OXYCONTIN,28.0
1972,JAMESTOWN,OXYMORPHONE HCL ER,28.0
1973,ATHENS,OPANA ER,28.0
1974,FARRAGUT,FENTANYL,28.0
1975,OAK RIDGE,TRAMADOL HCL-ACETAMINOPHEN,28.0
1976,EADS,TRAMADOL HCL,28.0
1977,S PITTSBURG,TRAMADOL HCL,28.0
1978,ATOKA,BUTRANS,28.0
1979,HARRIMAN,METHADONE HCL,28.0
1980,STRAWBERRY PLAINS,HYDROCODONE-ACETAMINOPHEN,28.0
1981,CAMDEN,EMBEDA,28.0
1982,MANCHESTER,TRAMADOL HCL-ACETAMINOPHEN,28.0
1983,WAVERLY,MORPHINE SULFATE ER,28.0
1984,HERMITAGE,NUCYNTA,27.0
1985,CHARLESTON,FENTANYL,27.0
1986,CROSS PLAINS,MORPHINE SULFATE ER,27.0
1987,BOLIVAR,OXYCONTIN,27.0
1988,SEVIERVILLE,OXYCONTIN,27.0
1989,VONORE,ACETAMINOPHEN-CODEINE,27.0
1990,COLLIERVILLE,BUTRANS,27.0
1991,CORDOVA,MEPERIDINE HCL,27.0
1992,ELIZABETHTON,OXYMORPHONE HCL ER,27.0
1993,MC DONALD,HYDROCODONE-ACETAMINOPHEN,27.0
1994,CAMDEN,ENDOCET,27.0
1995,LEWISBURG,OPANA ER,27.0
1996,FAYETTEVILLE,ACETAMINOPHEN-CODEINE,27.0
1997,KINGSTON SPRINGS,ACETAMINOPHEN-CODEINE,27.0
1998,CHATTANOOGA,ASCOMP WITH CODEINE,27.0
1999,PORTLAND,TRAMADOL HCL-ACETAMINOPHEN,27.0
2000,BARTLETT,OXYCODONE HCL ER,27.0
2001,COOKEVILLE,HYDROCODONE-IBUPROFEN,27.0
2002,MADISON,METHADONE HCL,27.0
2003,DOVER,ACETAMINOPHEN-CODEINE,27.0
2004,CHATTANOOGA,BUPRENORPHINE,27.0
2005,DICKSON,TRAMADOL HCL-ACETAMINOPHEN,27.0
2006,SMITHVILLE,MORPHINE SULFATE,27.0
2007,SPRINGFIELD,TRAMADOL HCL ER,27.0
2008,SMYRNA,HYDROMORPHONE HCL,27.0
2009,GATLINBURG,METHADONE HCL,26.0
2010,MONTEREY,FENTANYL,26.0
2011,SPEEDWELL,TRAMADOL HCL,26.0
2012,SHELBYVILLE,HYDROMORPHONE HCL,26.0
2013,ELIZABETHTON,METHADONE HCL,26.0
2014,SEYMOUR,ENDOCET,26.0
2015,SEWANEE,MORPHINE SULFATE ER,26.0
2016,GORDONSVILLE,BUTORPHANOL TARTRATE,26.0
2017,SELMER,TRAMADOL HCL-ACETAMINOPHEN,26.0
2018,DRESDEN,MORPHINE SULFATE,26.0
2019,GREENBRIER,OXYCODONE HCL,26.0
2020,NASHVILLE,BUTALBITAL COMPOUND-CODEINE,26.0
2021,GREENEVILLE,TRAMADOL HCL-ACETAMINOPHEN,26.0
2022,GREENEVILLE,TRAMADOL HCL ER,26.0
2023,SALE CREEK,METHADONE HCL,26.0
2024,UNITED STATES,HYDROCODONE-ACETAMINOPHEN,26.0
2025,ATHENS,EMBEDA,26.0
2026,CROSSVILLE,HYSINGLA ER,26.0
2027,RUTHERFORD,FENTANYL,26.0
2028,HENDERSONVILLE,EMBEDA,26.0
2029,CLARKRANGE,MORPHINE SULFATE ER,26.0
2030,WARTRACE,MORPHINE SULFATE ER,26.0
2031,WARTRACE,OXYCODONE HCL,26.0
2032,OLD HICKORY,FENTANYL,26.0
2033,ARDMORE,OXYCODONE-ACETAMINOPHEN,26.0
2034,HIXSON,BUTRANS,26.0
2035,COLUMBIA,DURAGESIC,26.0
2036,ANTIOCH,XTAMPZA ER,26.0
2037,ANTIOCH,NUCYNTA ER,26.0
2038,CORDOVA,NUCYNTA ER,26.0
2039,KNOXVILLE,NUCYNTA,26.0
2040,COLLEGE DALE,OXYCODONE HCL,26.0
2041,WHITE PINE,OXYCODONE-ACETAMINOPHEN,26.0
2042,MANCHESTER,ENDOCET,25.0
2043,GOODLETTSVILLE,BUTORPHANOL TARTRATE,25.0
2044,CROSSVILLE,BUTORPHANOL TARTRATE,25.0
2045,NEWPORT,XTAMPZA ER,25.0
2046,LAWRENCEBURG,BUTALB-CAFF-ACETAMINOPH-CODEIN,25.0
2047,CROSSVILLE,HYDROMORPHONE ER,25.0
2048,SWEETWATER,MORPHINE SULFATE,25.0
2049,CLINTON,HYDROMORPHONE HCL,25.0
2050,ALCOA,OPANA ER,25.0
2051,PARSONS,OXYCONTIN,25.0
2052,CHATTANOOGA,HYDROMORPHONE ER,25.0
2053,BRISTOL,TRAMADOL HCL ER,25.0
2054,SAVANNAH,HYDROMORPHONE HCL,25.0
2055,JASPER,HYDROMORPHONE HCL,25.0
2056,PULASKI,OXYMORPHONE HCL ER,25.0
2057,DRESDEN,FENTANYL,25.0
2058,JOHNSON CITY,DURAGESIC,25.0
2059,MORRISTOWN,BUTRANS,25.0
2060,KINGSPORT,XTAMPZA ER,25.0
2061,SIGNAL MOUNTAIN,TRAMADOL HCL-ACETAMINOPHEN,25.0
2062,GRAY,TRAMADOL HCL ER,25.0
2063,TALBOTT,OXYMORPHONE HCL ER,25.0
2064,LEOMA,FENTANYL,25.0
2065,JACKSBORO,ENDOCET,25.0
2066,MILLINGTON,HYDROMORPHONE HCL,25.0
2067,SOMERVILLE,HYDROCODONE-IBUPROFEN,25.0
2068,HARTSVILLE,HYDROMORPHONE HCL,25.0
2069,WAYNESBORO,MORPHINE SULFATE ER,25.0
2070,GREENEVILLE,BUTALBITAL COMPOUND-CODEINE,25.0
2071,OLIVER SPRINGS,ACETAMINOPHEN-CODEINE,25.0
2072,COVINGTON,METHADONE HCL,25.0
2073,CLINTON,MORPHINE SULFATE,25.0
2074,PIKEVILLE,MORPHINE SULFATE ER,25.0
2075,RUTHERFORD,OXYCODONE HCL,25.0
2076,SODDY DAISY,ACETAMINOPHEN-CODEINE,25.0
2077,UNIONVILLE,TRAMADOL HCL,25.0
2078,MEMPHIS,NUCYNTA,25.0
2079,COLUMBIA,BUTORPHANOL TARTRATE,24.0
2080,HARRIMAN,HYDROMORPHONE HCL,24.0
2081,HARRISON,OXYCODONE HCL,24.0
2082,MURFREESBORO,HYSINGLA ER,24.0
2083,DUNLAP,TRAMADOL HCL-ACETAMINOPHEN,24.0
2084,MANCHESTER,ACETAMINOPHEN-CODEINE,24.0
2085,SWEETWATER,OXYCONTIN,24.0
2086,SWEETWATER,METHADONE HCL,24.0
2087,MONTEAGLE,MORPHINE SULFATE ER,24.0
2088,LAWRENCEBURG,BUTORPHANOL TARTRATE,24.0
2089,COLUMBIA,EXALGO,24.0
2090,GOODLETTSVILLE,BUTRANS,24.0
2091,MONTEAGLE,METHADONE HCL,24.0
2092,POWELL,MORPHINE SULFATE,24.0
2093,OLD HICKORY,MORPHINE SULFATE,24.0
2094,GERMANTOWN,OXYCODONE HCL ER,24.0
2095,ROAN MOUNTAIN,TRAMADOL HCL ER,24.0
2096,HIXSON,HYDROCODONE-IBUPROFEN,24.0
2097,MOUNT PLEASANT,OXYCODONE HCL,24.0
2098,SPRING HILL,METHADONE HCL,24.0
2099,CORDOVA,NUCYNTA,24.0
2100,ANTIOCH,EMBEDA,24.0
2101,RAMER,OXYCODONE HCL,24.0
2102,SPRING CITY,MORPHINE SULFATE,24.0
2103,MORRISTOWN,NUCYNTA,24.0
2104,FAYETTEVILLE,METHADONE HCL,24.0
2105,MIDDLETON,MORPHINE SULFATE ER,24.0
2106,SOUTH PITTSBURG,MORPHINE SULFATE,24.0
2107,MEMPHIS,BUTALBITAL COMPOUND-CODEINE,24.0
2108,SOMERVILLE,OPANA ER,24.0
2109,MONTEREY,OXYCONTIN,24.0
2110,LOBELVILLE,OXYCODONE HCL,24.0
2111,CHATTANOOGA,PERCOCET,24.0
2112,DICKSON,DURAGESIC,24.0
2113,DAYTON,XTAMPZA ER,24.0
2114,GREENFIELD,MORPHINE SULFATE ER,23.0
2115,JOHNSON CITY,ULTRAM,23.0
2116,WHITE PINE,ACETAMINOPHEN-CODEINE,23.0
2117,MC MINNVILLE,MORPHINE SULFATE,23.0
2118,LORETTO,OXYCODONE HCL,23.0
2119,KNOXVILLE,MEPERIDINE HCL,23.0
2120,JOHNSON CITY,OXYMORPHONE HCL,23.0
2121,HIXSON,MORPHINE SULFATE,23.0
2122,KNOXVILLE,OXYCODONE HCL ER,23.0
2123,HARRISON,TRAMADOL HCL-ACETAMINOPHEN,23.0
2124,DECATUR,TRAMADOL HCL-ACETAMINOPHEN,23.0
2125,MOUNT PLEASANT,OXYCODONE-ACETAMINOPHEN,23.0
2126,SPRING HILL,OXYCODONE HCL ER,23.0
2127,SIGNAL MOUNTAIN,BUTRANS,23.0
2128,MC KENZIE,OXYCODONE HCL ER,23.0
2129,MILLINGTON,HYDROMORPHONE ER,23.0
2130,PORTLAND,OXYCONTIN,23.0
2131,MEMPHIS,PERCOCET,23.0
2132,GREENBRIER,MORPHINE SULFATE ER,23.0
2133,MANCHESTER,NUCYNTA ER,23.0
2134,NASHVILLE,BUTALB-CAFF-ACETAMINOPH-CODEIN,23.0
2135,DYERSBURG,BUTRANS,23.0
2136,FRANKLIN,ENDOCET,23.0
2137,RUTHERFORD,METHADONE HCL,23.0
2138,MUNFORD,OXYCONTIN,23.0
2139,ROGERSVILLE,ENDOCET,23.0
2140,LEWISBURG,OXYMORPHONE HCL ER,23.0
2141,LAKE CITY,OXYCODONE-ACETAMINOPHEN,23.0
2142,PARIS,ENDOCET,23.0
2143,COLLIERVILLE,MORPHINE SULFATE,23.0
2144,SEVIERVILLE,HYDROMORPHONE HCL,23.0
2145,WARTBURG,EMBEDA,23.0
2146,MONTEAGLE,FENTANYL,23.0
2147,MARYVILLE,BUTORPHANOL TARTRATE,23.0
2148,SPRING CITY,XTAMPZA ER,23.0
2149,HARROGATE,BUTRANS,22.0
2150,ONEIDA,METHADONE HCL,22.0
2151,LAWRENCEBURG,NUCYNTA,22.0
2152,SALE CREEK,BUTRANS,22.0
2153,SMYRNA,NUCYNTA ER,22.0
2154,DYERSBURG,MORPHINE SULFATE,22.0
2155,ROBBINS,TRAMADOL HCL,22.0
2156,COALMONT,OXYCODONE HCL,22.0
2157,OAKFIELD,OPANA ER,22.0
2158,HUNTINGDON,OXYCONTIN,22.0
2159,SPRINGFIELD,TRAMADOL HCL-ACETAMINOPHEN,22.0
2160,CHATTANOGA,TRAMADOL HCL,22.0
2161,RIVES,TRAMADOL HCL,22.0
2162,MC KENZIE,ACETAMINOPHEN-CODEINE,22.0
2163,SALE CREEK,FENTANYL,22.0
2164,JACKSON,TRAMADOL HCL ER,22.0
2165,JAMESTOWN,HYDROMORPHONE ER,22.0
2166,RUTLEDGE,MORPHINE SULFATE,22.0
2167,MCKENZIE,TRAMADOL HCL,22.0
2168,CORDOVA,TRAMADOL HCL-ACETAMINOPHEN,22.0
2169,SPARTA,BUTORPHANOL TARTRATE,22.0
2170,PARIS,NUCYNTA,22.0
2171,WHITWELL,MORPHINE SULFATE ER,22.0
2172,SPARTA,METHADONE HCL,22.0
2173,TRACY CITY,EMBEDA,21.0
2174,ALAMO,MORPHINE SULFATE ER,21.0
2175,SPRING HILL,ACETAMINOPHEN-CODEINE,21.0
2176,GOODLETTSVILLE,TRAMADOL HCL-ACETAMINOPHEN,21.0
2177,FAYETTEVILLE,OPANA ER,21.0
2178,ASHLAND CITY,MORPHINE SULFATE,21.0
2179,KINGSPORT,OXYMORPHONE HCL,21.0
2180,O COLLEGEDALE,OXYCODONE-ACETAMINOPHEN,21.0
2181,ETOWAH,PENTAZOCINE-NALOXONE HCL,21.0
2182,BOLIVAR,METHADONE HCL,21.0
2183,MORRISTOWN,BUTALB-CAFF-ACETAMINOPH-CODEIN,21.0
2184,TRACY CITY,OXYCODONE HCL ER,21.0
2185,LIVINGSTON,OXYCODONE HCL ER,21.0
2186,AUSTIN,ACETAMINOPHEN-CODEINE,21.0
2187,SAVANNAH,METHADONE HCL,21.0
2188,ONLY,ACETAMINOPHEN-CODEINE,21.0
2189,TROY,HYDROCODONE-ACETAMINOPHEN,21.0
2190,ONEIDA,TRAMADOL HCL ER,21.0
2191,MARTIN,OXYMORPHONE HCL ER,20.0
2192,EAST RIDGE,OXYCODONE HCL ER,20.0
2193,MT. PLEASANT,HYDROCODONE-ACETAMINOPHEN,20.0
2194,BARTLETT,HYDROMORPHONE HCL,20.0
2195,CAMDEN,HYSINGLA ER,20.0
2196,BARTLETT,TRAMADOL HCL ER,20.0
2197,BEAN STATION,FENTANYL,20.0
2198,FARRAGUT,TRAMADOL HCL-ACETAMINOPHEN,20.0
2199,GERMANTOWN,MEPERIDINE HCL,20.0
2200,BRENTWOOD,TRAMADOL HCL ER,20.0
2201,RICKMAN,TRAMADOL HCL,20.0
2202,ONEIDA,MORPHINE SULFATE,20.0
2203,SNEEDVILLE,MORPHINE SULFATE ER,20.0
2204,TROY,ACETAMINOPHEN-CODEINE,20.0
2205,LEOMA,BUTRANS,20.0
2206,SPRING CITY,OXYCODONE HCL ER,20.0
2207,COLLEGE DALE,TRAMADOL HCL,20.0
2208,PALMER,ENDOCET,20.0
2209,ESTILL SPRINGS,ACETAMINOPHEN-CODEINE,20.0
2210,SPEEDWELL,OXYCODONE-ACETAMINOPHEN,20.0
2211,PARIS,HYSINGLA ER,20.0
2212,DAYTON,OPANA ER,20.0
2213,DOVER,OXYCONTIN,20.0
2214,PULASKI,MORPHINE SULFATE,20.0
2215,THOMPSONS STATION,HYDROCODONE-ACETAMINOPHEN,20.0
2216,PARROTTSVILLE,TRAMADOL HCL,20.0
2217,POWELL,OXYCODONE HCL ER,20.0
2218,COLLIERVILLE,METHADONE HCL,20.0
2219,S PITTSBURG,OXYCONTIN,20.0
2220,SAVANNAH,OPANA ER,20.0
2221,GORDONSVILLE,EMBEDA,20.0
2222,WINCHESTER,OXYCODONE HCL ER,20.0
2223,ARLINGTON,MORPHINE SULFATE,20.0
2224,UNION CITY,TRAMADOL HCL-ACETAMINOPHEN,20.0
2225,LEBANON,OXYCODONE HCL ER,19.0
2226,HUNTSVILLE,ACETAMINOPHEN-CODEINE,19.0
2227,LAWRENCEBURG,TRAMADOL HCL-ACETAMINOPHEN,19.0
2228,GREENFIELD,MORPHINE SULFATE,19.0
2229,MADISONVILLE,ACETAMINOPHEN-CODEINE,19.0
2230,MADISONVILLE,METHADONE HCL,19.0
2231,GALLATIN,ENDOCET,19.0
2232,MEDINA,FENTANYL,19.0
2233,MORRISTOWN,NUCYNTA ER,19.0
2234,ENGLEWOOD,FENTANYL,19.0
2235,DICKSON,HYSINGLA ER,19.0
2236,NEW JOHNSONVILLE,ACETAMINOPHEN-CODEINE,19.0
2237,DAYTON,EMBEDA,19.0
2238,CROSSVILLE,KADIAN,19.0
2239,PARIS,EMBEDA,19.0
2240,PARIS,HYDROMORPHONE HCL,19.0
2241,COLLEGE GROVE,HYDROCODONE-ACETAMINOPHEN,19.0
2242,CLINTON,OXYMORPHONE HCL,19.0
2243,CENTERVILLE,HYDROCODONE-IBUPROFEN,19.0
2244,CELINA,BUTRANS,19.0
2245,BROWNSVILLE,OXYCONTIN,19.0
2246,BRISTOL,BUTALB-CAFF-ACETAMINOPH-CODEIN,19.0
2247,SPRING CITY,TRAMADOL HCL-ACETAMINOPHEN,19.0
2248,TIPTONVILLE,OXYCODONE-ACETAMINOPHEN,19.0
2249,BELL BUCKLE,HYDROCODONE-ACETAMINOPHEN,19.0
2250,AUSTIN,TRAMADOL HCL,19.0
2251,LENOIR CITY,OPANA ER,18.0
2252,GRAY,HYDROMORPHONE HCL,18.0
2253,PULASKI,METHADONE HCL,18.0
2254,BON AQUA,OXYCODONE HCL,18.0
2255,MOUNTAIN CITY,PENTAZOCINE-NALOXONE HCL,18.0
2256,S PITTSBURG,METHADONE HCL,18.0
2257,MICHIE,ACETAMINOPHEN-CODEINE,18.0
2258,KIMBALL,MORPHINE SULFATE ER,18.0
2259,GREENFIELD,ACETAMINOPHEN-CODEINE,18.0
2260,DUNLAP,MORPHINE SULFATE ER,18.0
2261,MASON,HYDROCODONE-ACETAMINOPHEN,18.0
2262,JAMESTOWN,MORPHINE SULFATE,18.0
2263,HERMITAGE,TRAMADOL HCL-ACETAMINOPHEN,18.0
2264,DICKSON,XTAMPZA ER,18.0
2265,UNION CITY,EMBEDA,18.0
2266,MC EWEN,OXYCODONE-ACETAMINOPHEN,18.0
2267,JONESBOROUGH,EMBEDA,18.0
2268,CLEVELAND,BUTORPHANOL TARTRATE,18.0
2269,MC KENZIE,EMBEDA,18.0
2270,TALBOTT,ACETAMINOPHEN-CODEINE,18.0
2271,CLEVELAND,HYDROCODONE-IBUPROFEN,18.0
2272,MEMPHIS,BUPRENORPHINE,18.0
2273,PARIS,NUCYNTA ER,18.0
2274,SEVIERVILLE,OXYMORPHONE HCL ER,18.0
2275,COOKEVILLE,HYDROMORPHONE ER,18.0
2276,LAKE CITY,OXYCODONE HCL,18.0
2277,LOUISVILLE,OXYCODONE HCL,18.0
2278,OLIVER SPRINGS,FENTANYL,17.0
2279,COVINGTON,BUTALBITAL COMPOUND-CODEINE,17.0
2280,COOKEVILLE,HYSINGLA ER,17.0
2281,GREENEVILLE,EMBEDA,17.0
2282,HALLS,BUTRANS,17.0
2283,APISON,OXYCONTIN,17.0
2284,COLLEGEDALE,HYDROCODONE-ACETAMINOPHEN,17.0
2285,NASHVILLE,PERCOCET,17.0
2286,ALAMO,ACETAMINOPHEN-CODEINE,17.0
2287,ROGERSVILLE,OXYMORPHONE HCL ER,17.0
2288,PARSONS,MORPHINE SULFATE,17.0
2289,MARTIN,MEPERIDINE HCL,17.0
2290,MOUNTAIN HOME,OXYCONTIN,17.0
2291,MANCHESTER,EMBEDA,17.0
2292,CAMDEN,OXYMORPHONE HCL ER,17.0
2293,FRANKLIN,OXYCODONE HCL ER,17.0
2294,CHARLESTON,OXYCONTIN,17.0
2295,RED BOILING SPRINGS,EMBEDA,17.0
2296,KINGSPORT,NUCYNTA ER,17.0
2297,RAMER,ENDOCET,17.0
2298,GERMANTOWN,EMBEDA,17.0
2299,BYRDSTOWN,MORPHINE SULFATE ER,17.0
2300,FAYETTEVILLE,OXYMORPHONE HCL ER,17.0
2301,PLEASANT VIEW,OXYCODONE HCL ER,17.0
2302,ANDERSONVILLE,OXYCODONE HCL,17.0
2303,PLEASANT VIEW,EMBEDA,17.0
2304,BRENTWOOD,NUCYNTA,17.0
2305,SIGNAL MTN,OXYCODONE-ACETAMINOPHEN,17.0
2306,JOELTON,MORPHINE SULFATE,17.0
2307,PIPERTON,HYDROCODONE-ACETAMINOPHEN,17.0
2308,CELINA,PERCOCET,16.0
2309,SIGNAL MTN,OXYCODONE HCL,16.0
2310,SPARTA,OXYCONTIN,16.0
2311,GAINESBORO,TRAMADOL HCL-ACETAMINOPHEN,16.0
2312,BRUCETON,OXYCONTIN,16.0
2313,FRIENDSHIP,TRAMADOL HCL,16.0
2314,ETOWAH,ENDOCET,16.0
2315,SOUTH FULTON,BUTORPHANOL TARTRATE,16.0
2316,FARRAGUT,MORPHINE SULFATE ER,16.0
2317,MILLINGTON,EMBEDA,16.0
2318,RIPLEY,ACETAMINOPHEN-CODEINE,16.0
2319,KINGSTON SPRINGS,TRAMADOL HCL,16.0
2320,OLIVER SPRINGS,OXYCONTIN,16.0
2321,WHITE BLUFF,OXYCODONE HCL,16.0
2322,WESTMORELAND,OXYCONTIN,16.0
2323,OLIVER SPRINGS,MORPHINE SULFATE,16.0
2324,OAK RIDGE,EMBEDA,16.0
2325,PARSONS,ENDOCET,16.0
2326,HENDERSON,OXYMORPHONE HCL ER,16.0
2327,WINCHESTER,TRAMADOL HCL ER,16.0
2328,ALAMO,HYDROMORPHONE HCL,16.0
2329,CLIFTON,OXYCODONE-ACETAMINOPHEN,16.0
2330,LEOMA,MORPHINE SULFATE,16.0
2331,HARROGATE,METHADONE HCL,16.0
2332,HALLS,ACETAMINOPHEN-CODEINE,16.0
2333,LOBELVILLE,ACETAMINOPHEN-CODEINE,16.0
2334,GREENEVILLE,NUCYNTA ER,16.0
2335,GREENEVILLE,HYSINGLA ER,16.0
2336,DICKSON,OXYCODONE HCL ER,16.0
2337,MADISON,OPANA ER,16.0
2338,BLAINE,MORPHINE SULFATE,16.0
2339,MURFREESBORO,HYDROMORPHONE ER,16.0
2340,BLAINE,MORPHINE SULFATE ER,16.0
2341,MUNFORD,MORPHINE SULFATE ER,16.0
2342,JELLICO,OXYCONTIN,16.0
2343,ALCOA,HYDROMORPHONE HCL,16.0
2344,WINCHESTER,NUCYNTA,16.0
2345,SEWANEE,TRAMADOL HCL-ACETAMINOPHEN,16.0
2346,GLEASON,FENTANYL,16.0
2347,SPRING CITY,BUTRANS,16.0
2348,GERMANTOWN,ULTRAM,16.0
2349,CELINA,HYDROCODONE-IBUPROFEN,16.0
2350,MARYVILLE,OPANA ER,16.0
2351,KINGSPORT,HYSINGLA ER,16.0
2352,JEFFERSON CITY,HYDROCODONE-IBUPROFEN,16.0
2353,MC EWEN,OXYCODONE HCL,15.0
2354,HARRIMAN,BUTRANS,15.0
2355,TULLAHOMA,NUCYNTA,15.0
2356,"CHATTANOOGA,",OXYCODONE-ACETAMINOPHEN,15.0
2357,OAK RIDGE,XTAMPZA ER,15.0
2358,MOUNTAIN CITY,ENDOCET,15.0
2359,APISON,MORPHINE SULFATE ER,15.0
2360,LOOKOUT MTN,HYDROCODONE-ACETAMINOPHEN,15.0
2361,GREENEVILLE,OXYCODONE HCL ER,15.0
2362,MARYVILLE,CODEINE SULFATE,15.0
2363,MARYVILLE,ENDOCET,15.0
2364,GERMANTOWN,OXYMORPHONE HCL ER,15.0
2365,TAZEWELL,OXYMORPHONE HCL ER,15.0
2366,HOHENWALD,HYDROCODONE-IBUPROFEN,15.0
2367,CHATTANOOGA,BUTORPHANOL TARTRATE,15.0
2368,CLEVELAND,BUTALB-CAFF-ACETAMINOPH-CODEIN,15.0
2369,WINCHESTER,PENTAZOCINE-NALOXONE HCL,15.0
2370,GATES,HYDROCODONE-ACETAMINOPHEN,15.0
2371,DUNLAP,ENDOCET,15.0
2372,MILAN,HYDROCODONE-IBUPROFEN,15.0
2373,SMYRNA,ULTRAM,15.0
2374,PIKEVILLE,MORPHINE SULFATE,15.0
2375,SMYRNA,OXYCODONE HCL ER,15.0
2376,MILLINGTON,ENDOCET,15.0
2377,ONEIDA,XTAMPZA ER,15.0
2378,CHARLESTON,METHADONE HCL,15.0
2379,KINGSPORT,EMBEDA,15.0
2380,GORDONSVILLE,METHADONE HCL,15.0
2381,MAYNARDVILLE,HYDROMORPHONE HCL,15.0
2382,ASHLAND CITY,METHADONE HCL,15.0
2383,LEBANON,ENDOCET,15.0
2384,CORDOVA,HYDROMORPHONE ER,15.0
2385,LENOIR CITY,METHADONE HCL,15.0
2386,UNION CITY,HYSINGLA ER,15.0
2387,WASHBURN,HYDROCODONE-ACETAMINOPHEN,15.0
2388,HERMITAGE,ZOHYDRO ER,15.0
2389,LENOIR CITY,OXYMORPHONE HCL ER,15.0
2390,HIXSON,BUTALBITAL COMPOUND-CODEINE,15.0
2391,SOUTH PITTSBURG,ACETAMINOPHEN-CODEINE,15.0
2392,ARDMORE,ACETAMINOPHEN-CODEINE,15.0
2393,MEDON,ACETAMINOPHEN-CODEINE,14.0
2394,ATHENS,NUCYNTA ER,14.0
2395,GREENBRIER,FENTANYL,14.0
2396,ENGLEWOOD,OXYMORPHONE HCL ER,14.0
2397,MUNFORD,ACETAMINOPHEN-CODEINE,14.0
2398,GREENBACK,TRAMADOL HCL,14.0
2399,HENDERSON,ENDOCET,14.0
2400,NEW JOHNSONVILLE,MORPHINE SULFATE,14.0
2401,JELLICO,TRAMADOL HCL ER,14.0
2402,ALCOA,TRAMADOL HCL ER,14.0
2403,MADISONVILLE,OXYMORPHONE HCL,14.0
2404,ERIN,ACETAMINOPHEN-CODEINE,14.0
2405,FRANKLIN,NUCYNTA ER,14.0
2406,ARLINGTON,OXYCODONE HCL,14.0
2407,MOUNTAIN CITY,METHADONE HCL,14.0
2408,GRAY,ENDOCET,14.0
2409,ENGLEWOOD,OPANA ER,14.0
2410,FAIRVIEW,OXYCODONE-ACETAMINOPHEN,14.0
2411,HARRISON,OXYCODONE-ACETAMINOPHEN,14.0
2412,TALBOTT,FENTANYL,14.0
2413,KINGSPORT,BUTORPHANOL TARTRATE,14.0
2414,HALLS,FENTANYL,14.0
2415,HARTSVILLE,ENDOCET,14.0
2416,SALTILLO,HYDROCODONE-ACETAMINOPHEN,14.0
2417,BARTLETT,NUCYNTA ER,14.0
2418,DECHERD,FENTANYL,14.0
2419,CHATTANOOGA,ULTRAM,14.0
2420,MOUNTAIN HOME,OXYMORPHONE HCL ER,14.0
2421,MEMPHIS,HYDROMORPHONE ER,14.0
2422,DICKSON,ENDOCET,14.0
2423,BUCHANAN,TRAMADOL HCL,14.0
2424,TRENTON,OXYCONTIN,14.0
2425,SPRINGFIELD,MEPERIDINE HCL,14.0
2426,NASHVILLE,ZOHYDRO ER,14.0
2427,DICKSON,HYDROCODONE-IBUPROFEN,14.0
2428,TRENTON,MORPHINE SULFATE,14.0
2429,TRENTON,FENTANYL,14.0
2430,PARIS,OXYMORPHONE HCL,14.0
2431,BEAN STATION,ENDOCET,14.0
2432,SMYRNA,EMBEDA,14.0
2433,RICKMAN,HYDROCODONE-ACETAMINOPHEN,14.0
2434,SOUTH FULTON,TRAMADOL HCL-ACETAMINOPHEN,14.0
2435,WESTMORELAND,ACETAMINOPHEN-CODEINE,14.0
2436,COLLEGE DALE,MORPHINE SULFATE,14.0
2437,SALE CREEK,HYDROMORPHONE HCL,14.0
2438,EAST RIDGE,BUTRANS,14.0
2439,HARROGATE,MORPHINE SULFATE ER,14.0
2440,TAZEWELL,OXYCONTIN,14.0
2441,CLARKSVILLE,XTAMPZA ER,14.0
2442,CLAIRFIELD,TRAMADOL HCL,14.0
2443,MOUNTAIN CITY,MORPHINE SULFATE,14.0
2444,WHITE HOUSE,OPANA ER,14.0
2445,MORRISON,MORPHINE SULFATE,14.0
2446,MCMINNVILLE,MORPHINE SULFATE,14.0
2447,UNION CITY,TRAMADOL HCL ER,14.0
2448,HARTSVILLE,BUTRANS,14.0
2449,MCMINNVILLE,OXYCONTIN,14.0
2450,DYERSBURG,HYDROCODONE-IBUPROFEN,13.0
2451,COLUMBIA,XTAMPZA ER,13.0
